Djanet,DJG,24.292767,9.452444
Boufarik,QFD,36.545834,2.876111
Illizi,VVZ,26.723536,8.622653
Tamanrasset,TMR,22.811461,5.451075
Jijel,GJL,36.795136,5.873608
Annaba,AAE,36.822225,7.809167
Constantine,CZL,36.276028,6.620386
Tebessa,TEE,35.431611,8.120717
Tilrempt,HRM,32.930431,3.311542
Tiaret,TID,35.341136,1.463147
Tindouf,TIN,27.700372,-8.167103
Ech-cheliff,QAS,36.212658,1.331775
Oran,TAF,35.542444,-0.532278
Tlemcen,TLM,35.016667,-1.45
Oran,ORN,35.623858,-0.621183
Ghriss,MUW,35.207725,0.147142
Adrar,AZR,27.837589,-0.186414
Biskra,BSK,34.793289,5.738231
El Golea,ELG,30.571294,2.859586
Ghardaia,GHA,32.384106,3.794114
Hassi Messaoud,HME,31.672972,6.140444
In Salah,INZ,27.251022,2.512017
Touggourt,TGR,33.067803,6.088672
Laghouat,LOO,33.764383,2.928344
Timimoun,TMX,29.237119,0.276033
Ouargla,OGX,31.917223,5.412778
Zarzaitine,IAM,28.05155,9.642911
Cotonou,COO,6.357228,2.384353
Ouagadougou,OUA,12.353194,-1.512417
Bobo-dioulasso,BOY,11.160056,-4.330969
Accra,ACC,5.605186,-0.166786
Tamale,TML,9.557192,-0.863214
Sunyani,NYI,7.361828,-2.328756
Takoradi,TKD,4.896056,-1.774756
Abidjan,ABJ,5.261386,-3.926294
Bouake,BYK,7.7388,-5.073667
Daloa,DJO,6.792808,-6.473189
Korhogo,HGO,9.387183,-5.556664
Man,MJC,7.272069,-7.587364
San Pedro,SPY,4.746717,-6.660817
Yamoussoukro,ASK,6.903167,-5.365581
Abuja,ABV,9.006792,7.263172
Akure,AKR,7.246739,5.301008
Benin,BNI,6.316981,5.599503
Calabar,CBQ,4.976019,8.347197
Enugu,ENU,6.474272,7.561961
Gusau,QUS,12.171667,6.696111
Ibadan,IBA,7.362458,3.978333
Ilorin,ILR,8.440211,4.493919
Jos,JOS,9.639828,8.86905
Kaduna,KAD,10.696025,7.320114
Kano,KAN,12.047589,8.524622
Maiduguri,MIU,11.855347,13.08095
Makurdi,MDI,7.703883,8.613939
Lagos,LOS,6.577369,3.321156
Minna,MXJ,9.652172,6.462256
Port Hartcourt,PHC,5.015494,6.949594
Sokoto,SKO,12.916322,5.207189
Yola,YOL,9.257553,12.430422
Zaria,ZAR,11.130192,7.685806
Maradi,MFQ,13.502531,7.126753
Niamey,NIM,13.481547,2.183614
Tahoua,THZ,14.875658,5.265358
Agadez,AJY,16.965997,8.000114
Zinder,ZND,13.778997,8.983761
Monastir,MIR,35.758056,10.754722
Tunis,TUN,36.851033,10.227217
Gafsa,GAF,34.422022,8.822503
Gabes,GAE,33.876919,10.103333
Djerba,DJE,33.875031,10.775461
El Borma,EBM,31.704281,9.254619
Sfax,SFA,34.717953,10.690972
Tozeur,TOE,33.939722,8.110556
Niatougou,LRL,9.767333,1.09125
Lome,LFW,6.165611,1.254511
Antwerp,ANR,51.189444,4.460278
Brussels,BRU,50.901389,4.484444
Charleroi,CRL,50.459197,4.453817
Kortrijk-vevelgem,QKT,50.817222,3.204722
Liege,LGG,50.637417,5.443222
Ostend,OST,51.198889,2.862222
Bautzen,BBJ,51.193531,14.519747
Altenburg,AOC,50.981817,12.506361
Greencastle,4I7,39.6335556,-86.8138056
Barth,BBH,54.33754,12.699705
Berlin,SXF,52.380001,13.5225
Dresden,DRS,51.132767,13.767161
Erfurt,ERF,50.979811,10.958106
Frankfurt,FRA,50.026421,8.543125
Munster,FMO,52.134642,7.684831
Hamburg,HAM,53.630389,9.988228
Berlin,THF,52.473025,13.403944
Cologne,CGN,50.865917,7.142744
Duesseldorf,DUS,51.289453,6.766775
Munich,MUC,48.353783,11.786086
Nuernberg,NUE,49.4987,11.066897
Leipzig,LEJ,51.432447,12.241633
Saarbruecken,SCN,49.214553,7.109508
Stuttgart,STR,48.689878,9.221964
Berlin,TXL,52.559686,13.287711
Hannover,HAJ,52.461056,9.685078
Bremen,BRE,53.0475,8.786667
Hahn,HHN,49.948672,7.263892
Mannheim,MHG,49.472706,8.514264
Hamburg,XFW,53.535886,9.837025
Kiel,KEL,54.3795,10.145167
Luebeck,LBC,53.805367,10.719222
Arnsberg,ZCA,51.483333,7.899333
Essen,ESS,51.402333,6.937333
Moenchengladbach,MGL,51.230356,6.504494
Paderborn,PAD,51.614089,8.616317
Dortmund,DTM,51.518314,7.612242
Augsburg,AGB,48.425158,10.931764
Oberpfaffenhofen,OBF,48.081364,11.283067
Friedrichshafen,FDH,47.671317,9.511486
Parchim,SZW,53.426997,11.783436
Stendal,ZSN,52.627778,11.818333
Bayreuth,BYU,49.984428,11.638569
Hof,HOQ,50.288836,11.854919
Koblenz,ZNV,50.3255,7.528667
Trier,ZQF,49.8635,6.788167
Speyer,ZQC,49.302776,8.451195
Donaueschingen,ZQL,47.973331,8.522223
Braunschweig,BWE,52.319167,10.556111
Kassel,KSF,51.408394,9.377631
Bremerhaven,BRV,53.507081,8.572878
Emden,EME,53.391186,7.227408
Wilhelmshaven,WVN,53.504833,8.053333
Borkum,BMK,53.5955,6.709167
Norderney,NRD,53.706822,7.230247
Flensburg,FLF,54.771772,9.378214
Westerland,GWT,54.91325,8.340472
Kardla,KDL,58.990756,22.830733
Kuressaare,URE,58.229883,22.509494
Parnu,EPU,58.419044,24.472819
Tallinn-ulemiste International,TLL,59.413317,24.832844
Tartu,TAY,58.307461,26.690428
Enontekio,ENF,68.362586,23.424322
Halli,KEV,61.85605,24.7866
Helsinki,HEM,60.254558,25.042828
Helsinki,HEL,60.317222,24.963333
Hyvinkaa,HYV,60.654444,24.881111
Ivalo,IVL,68.607269,27.405328
Joensuu,JOE,62.662906,29.60755
Jyvaskyla,JYV,62.399453,25.678253
Kauhava,KAU,63.127078,23.051442
Kemi,KEM,65.781889,24.5991
Kajaani,KAJ,64.285472,27.692414
Kruunupyy,KOK,63.721172,23.143131
Kuusamo,KAO,65.987575,29.239381
Kittila,KTT,67.701022,24.84685
Kuopio,KUO,63.00715,27.797756
Lappeenranta,LPP,61.044553,28.144397
Mariehamn,MHQ,60.122203,19.898156
Mikkeli,MIK,61.6866,27.201794
Oulu,OUL,64.930061,25.354564
Pori,POR,61.461686,21.799983
Rovaniemi,RVN,66.564822,25.830411
Savonlinna,SVL,61.943064,28.945136
Sodankyla,SOT,67.395033,26.619133
Tampere,TMP,61.414147,23.604392
Turku,TKU,60.514142,22.262808
Utti,QVY,60.896394,26.938353
Vaasa,VAA,63.05065,21.762175
Varkaus,VRK,62.171111,27.868611
Belfast,BFS,54.6575,-6.215833
Enniskillen,ENK,54.398889,-7.651667
Belfast,BHD,54.618056,-5.8725
Londonderry,LDY,55.042778,-7.161111
Birmingham,BHX,52.453856,-1.748028
Coventry,CVT,52.369722,-1.479722
Golouchestershire,GLO,51.894167,-2.167222
Manchester,MAN,53.353744,-2.27495
Newquai,NQY,50.440558,-4.995408
Lyneham,LYE,51.505144,-1.993428
Yeovilton,YEO,51.009358,-2.638819
Cardiff,CWL,51.396667,-3.343333
Swansea,SWS,51.605333,-4.067833
Bristol,BRS,51.382669,-2.719089
Liverpool,LPL,53.333611,-2.849722
London,LTN,51.874722,-0.368333
Plymouth,PLH,50.422778,-4.105833
Bournemouth,BOH,50.78,-1.8425
Southampton,SOU,50.950261,-1.356803
Lasham,QLA,51.187167,-1.0335
Alderney,ACI,49.706111,-2.214722
Guernsey,GCI,49.434956,-2.601969
Jersey,JER,49.207947,-2.195508
Shoreham By Sea,ESH,50.835556,-0.297222
Biggin Hill,BQH,51.330833,0.0325
London,LGW,51.148056,-0.190278
London,LCY,51.505278,0.055278
Farnborough,FAB,51.275833,-0.776333
Blackbushe,BBS,51.323889,-0.8475
London,LHR,51.4775,-0.461389
Southend,SEN,51.571389,0.695556
Lydd,LYX,50.956111,0.939167
Manston,MSE,51.342222,1.346111
Carlisle,CAX,54.9375,-2.809167
Blackpool,BLK,53.771667,-3.028611
Humberside,HUY,53.574444,-0.350833
Barrow Island,BWF,54.131167,-3.263667
Leeds,LBA,53.865897,-1.660569
Hawarden,CEG,53.178056,-2.977778
Isle Of Man,IOM,54.083333,-4.623889
Newcastle,NCL,55.0375,-1.691667
Teesside,MME,54.509189,-1.429406
East Midlands,EMA,52.831111,-1.328056
Kirkwall,KOI,58.957778,-2.905
Sumburgh,LSI,59.878889,-1.295556
Wick,WIC,58.458889,-3.093056
Aberdeen,ABZ,57.201944,-2.197778
Inverness,INV,57.5425,-4.0475
Glasgow,GLA,55.871944,-4.433056
Edinburgh,EDI,55.95,-3.3725
Islay,ILY,55.681944,-6.256667
Prestwick,PIK,55.509444,-4.586667
Benbecula,BEB,57.481111,-7.362778
Scatsta,SDZ,60.432778,-1.296111
Dundee,DND,56.452499,-3.025833
Stornoway,SYY,58.215556,-6.331111
Tiree,TRE,56.499167,-6.869167
Leuchars,ADX,56.372889,-2.868444
Lossiemouth,LMO,57.705214,-3.339169
Cambridge,CBG,52.205,0.175
Norwich,NWI,52.675833,1.282778
London,STN,51.885,0.235
Exeter,EXT,50.734444,-3.413889
Bristol,FZO,51.519444,-2.590833
Oxford,OXF,51.836944,-1.32
Mildenhall,MHZ,52.361933,0.486406
Fairford,FFD,51.682167,-1.790028
Brize Norton,BZZ,51.749964,-1.583617
Odiham,ODH,51.234139,-0.942825
Northolt,NHT,51.553,-0.418167
Coningsby,QCY,53.093014,-0.166014
Honington,BEQ,52.342611,0.772939
Waddington,WTN,53.166167,-0.523811
Marham,KNF,52.648353,0.550692
Mount Pleasant,MPN,-51.822777,-58.447222
Amsterdam,AMS,52.308613,4.763889
Maastricht,MST,50.911658,5.770144
Eindhoven,EIN,51.450139,5.374528
Groningen,GRQ,53.11972,6.579444
De Kooy,DHR,52.923353,4.780625
Leeuwarden,LWR,53.228611,5.760556
Rotterdam,RTM,51.956944,4.437222
Soesterberg,UTC,52.1273,5.27619
Enschede,ENS,52.27,6.874167
Valkenburg,LID,52.166139,4.417944
Woensdrecht,WOE,51.449092,4.342031
Cork,ORK,51.841269,-8.491111
Galway,GWY,53.300175,-8.941592
Dublin,DUB,53.421333,-6.270075
Connaught,NOC,53.910297,-8.818492
Kerry,KIR,52.180878,-9.523783
Shannon,SNN,52.701978,-8.924817
Sligo,SXL,54.280214,-8.599206
Waterford,WAT,52.1872,-7.086964
Aarhus,AAR,56.300017,10.619008
Billund,BLL,55.740322,9.151778
Copenhagen,CPH,55.617917,12.655972
Esbjerg,EBJ,55.525942,8.553403
Karup,KRP,56.297458,9.124628
Odense,ODE,55.476664,10.330933
Copenhagen,RKE,55.585567,12.131428
Ronne,RNN,55.063267,14.759558
Soenderborg,SGD,54.964367,9.791731
Skrydstrup,SKS,55.225553,9.263931
Thisted,TED,57.0688,8.705225
Vagar,FAE,62.063628,-7.277219
Stauning,STA,55.990122,8.353906
Aalborg,AAL,57.092789,9.849164
Luxemburg,LUX,49.626575,6.211517
Alesund,AES,62.560372,6.110164
Andoya,ANX,69.2925,16.144167
Alta,ALF,69.976111,23.371667
Bronnoysund,BNN,65.461111,12.2175
Bodo,BOO,67.269167,14.365278
Bergen,BGO,60.293386,5.218142
Batsfjord,BJF,70.600278,29.6925
Kristiansand,KRS,58.204214,8.085369
Bardufoss,BDU,69.055758,18.540356
Harstad/Narvik,EVE,68.4913,16.678108
Fagernes,VDB,61.015556,9.288056
Floro,FRO,61.583611,5.024722
Oslo,OSL,60.193917,11.100361
Haugesund,HAU,59.345267,5.208364
Hasvik,HAA,70.486675,22.139744
Kristiansund,KSU,63.111781,7.824522
Kirkenes,KKN,69.725781,29.891295
Farsund,FAN,58.099486,6.62605
Molde,MOL,62.744722,7.2625
Mosjoen,MJF,65.783997,13.214914
Lakselv,LKL,70.068814,24.973489
Notodden,NTB,59.565683,9.212222
Orland,OLA,63.698908,9.604003
Roros,RRS,62.578411,11.342347
Rygge,RYG,59.378933,10.785389
Svalbard,LYR,78.246111,15.465556
Skien,SKE,59.185,9.566944
Stord,SRP,59.791925,5.34085
Sandnessjoen,SSJ,65.956828,12.468944
Tromso,TOS,69.683333,18.918919
Sandefjord,TRF,59.186703,10.258628
Trondheim,TRD,63.457556,10.92425
Stavanger,SVG,58.876778,5.637856
Gdansk,GDN,54.377569,18.466222
Krakow,KRK,50.077731,19.784836
Katowice,KTW,50.474253,19.080019
Poznan,POZ,52.421031,16.826325
Rzeszow,RZE,50.109958,22.019
Szczecin,SZZ,53.584731,14.902206
Slupsk,OSP,54.478889,17.1075
Warsaw,WAW,52.16575,20.967122
Wroclaw,WRO,51.102683,16.885836
Zielona Gora,IEG,52.138517,15.798556
Ronneby,RNB,56.266667,15.265
Gothenborg,GOT,57.662836,12.279819
Joenkoeping,JKG,57.757594,14.068731
Lidkoping,LDK,58.465522,13.174414
Gothenborg,GSE,57.774722,11.870372
Skovde,KVB,58.4564,13.972672
Trollhattan,THN,58.318056,12.345
Karlskoga,KSK,59.345867,14.495922
Mora,MXX,60.957908,14.511383
Stockholm,NYO,58.788636,16.912189
Kristianstad,KID,55.921686,14.085536
Landskrona,JLD,55.944444,12.869444
Oskarshamn,OSK,57.350453,16.497972
Kalkmar,KLR,56.685531,16.287578
Malmoe,MMX,55.530193,13.371639
Halmstad,HAD,56.691128,12.820211
Vaxjo,VXO,56.929144,14.727994
Sveg,EVG,62.047811,14.42295
Gallivare,GEV,67.132408,20.814636
Hudiksvall,HUV,61.768092,17.080719
Kramfors,KRF,63.048597,17.768856
Lycksele,LYC,64.548322,18.716219
Sundsvall,SDL,62.528125,17.443928
Ornskoldsvik,OER,63.408339,18.990039
Kiruna,KRN,67.821986,20.336764
Skelleftea,SFT,64.624772,21.076892
Umea,UME,63.791828,20.282758
Vilhelmina,VHM,64.579083,16.833575
Arvidsjaur,AJR,65.590278,19.281944
Orebro,ORB,59.223733,15.037956
Vasteras,VST,59.589444,16.633611
Lulea,LLA,65.543758,22.121989
Stockholm,ARN,59.651944,17.918611
Stockholm,BMA,59.354372,17.94165
Borlange,BLE,60.422017,15.515211
Hultsfred,HLF,57.525833,15.823333
Gavle,GVX,60.593333,16.951389
Linkoeping,LPI,58.40615,15.680508
Norrkoeping,NRK,58.586253,16.250622
Visby,VBY,57.662797,18.346211
Spangdahlem,SPM,49.972667,6.6925
Ramstein,RMS,49.436911,7.600283
Giebelstadt,GHF,49.648131,9.966494
Celle,ZCN,52.5912,10.022133
Hanau,ZNF,50.169189,8.961586
Geilenkirchen,GKE,50.960817,6.042422
Laage,RLG,53.918167,12.278333
Fuerstenfeldbruck,FEL,48.205667,11.267
Guetersloh,GUT,51.922833,8.306333
Alexander Bay,ALJ,-28.575001,16.533333
Aggeneys,AGZ,-29.281767,18.813869
Bisho,BIY,-32.89715,27.279111
Bloemfontein,BFN,-29.092722,26.302444
Cape Town,CPT,-33.964806,18.601667
Durban,DUR,-29.970089,30.950519
East London,ELS,-33.035569,27.825939
Johannesburg,GCJ,-25.986267,28.140061
George,GRJ,-34.005553,22.378889
Hoedspruit,HDS,-24.368642,31.048744
Johannesburg,JNB,-26.139166,28.246
Kimberley,KIM,-28.802834,24.765167
Kleinsee,KLZ,-29.688403,17.094006
Johannesburg,HLA,-25.938514,27.926133
Ladysmith,LAY,-28.581667,29.749722
Margate,MGH,-30.857408,30.343019
Musina,MEZ,-25.704458,26.908978
Newcastle,NCS,-27.770586,29.976894
Oudtshoorn,DUH,-33.606967,22.188978
Port Elizabeth,PLZ,-33.984919,25.617275
Phalaborwa,PHW,-23.937166,31.15539
Polokwane,PTG,-23.926089,29.484422
Pietermaritzburg,PZB,-29.648975,30.398667
Pilanesberg,NTY,-25.333822,27.173358
Queenstown,UTW,-31.920197,26.882206
Richard's Bay,RCB,-28.741039,32.092111
Springbok,SBU,-29.689333,17.939611
Sishen,SIS,-27.648606,22.999278
Skukuza,SZK,-24.960944,31.588731
Tzaneen,LTA,-23.824417,30.329306
Ulundi,ULD,-28.320586,31.416519
Upington,UTN,-28.399097,21.260239
Umtata,UTT,-31.547903,28.674289
Vryburg,VRU,-26.982408,24.728756
Durban,VIR,-29.770606,31.058406
Pretoria,PRY,-25.653858,28.224231
Welkom,WEL,-27.998,26.669586
Francistown,FRW,-21.159597,27.474525
Jwaneng,JWA,-24.602333,24.690971
Kasane,BBK,-17.832875,25.1624
Maun,MUB,-19.972564,23.431086
Gaberone,GBE,-24.555225,25.918208
Selebi-phikwe,PKW,-22.05835,27.828767
Brazzaville,BZV,-4.2517,15.253031
Owando,FTX,-0.53135,15.950094
Ouesso,OUE,1.615994,16.037917
Pointe-noire,PNR,-4.816028,11.886597
Manzini,MTS,-26.529022,31.307519
Bangui,BGF,4.398475,18.518786
Berberati,BBT,4.221583,15.786369
Bata,BSG,1.905469,9.805681
Malabo,SSG,3.755267,8.708717
Plaisance,MRU,-20.430235,57.6836
Rodriguez Island,RRG,-19.757658,63.360983
Tiko,TKC,4.089192,9.360528
Douala,DLA,4.006081,9.719481
Maroua,MVR,10.451392,14.257361
Foumban,FOM,5.636919,10.750817
N'gaoundere,NGE,7.357011,13.559242
Garoua,GOU,9.335892,13.370103
Bafoussam,BFX,5.536919,10.354583
Bamenda,BPC,6.039239,10.122639
Yaounde,YAO,3.836039,11.523461
Livingstone,LVI,-17.821756,25.822692
Lusaka,LUN,-15.330817,28.452628
Mfuwe,MFU,-13.258878,31.936581
Ndola,NLA,-12.998139,28.664944
Southdowns,KIW,-12.900469,28.149858
Moroni,HAH,-11.533661,43.27185
Moheli,NWA,-12.298108,43.7664
Anjouan,AJN,-12.131667,44.430279
Dzaoudzi,DZA,-12.804722,45.281113
St.-denis,RUN,-20.8871,55.510308
St.-pierre,ZSE,-21.320039,55.423581
Antananarivo,TNR,-18.79695,47.478806
Miandrivazo,ZVA,-19.562778,45.450832
Sainte Marie,SMS,-17.093889,49.815834
Toamasina,TMM,-18.109517,49.392536
Morondava,MOQ,-20.28475,44.317614
Antsiranana,DIE,-12.3494,49.291747
Mananara,WMR,-16.1639,49.773753
Andapa,ZWA,-14.651667,49.620556
Ambilobe,AMB,-13.188431,48.987978
Antalaha,ANM,-14.999411,50.320233
Analalava,HVA,-14.629694,47.763783
Mahajanga,MJN,-15.667144,46.351828
Nosy-be,NOS,-13.312067,48.314822
Besalampy,BPY,-16.741945,44.481388
Maroantsetra,WMN,-15.436666,49.688332
Sambava,SVB,-14.278611,50.174721
Vohemar,VOH,-13.375834,50.002777
Antsohihy,WAI,-14.89875,47.993894
Tolagnaro,FTU,-25.038056,46.956111
Fianarantsoa,WFI,-21.441558,47.111736
Farafangana,RVA,-22.805286,47.820614
Manakara,WVK,-22.119722,48.021667
Mananjary,MNJ,-21.201772,48.358317
Morombe,MXM,-21.753867,43.375533
Toliara,TLE,-23.383369,43.728453
M'banza-congo,SSY,-6.269897,14.247025
Benguela,BUG,-12.609025,13.403711
Cabinda,CAB,-5.596992,12.188353
Culebra Island,CPX,18.3127,-65.3034
Huambo,NOV,-12.808878,15.760547
Kuito,SVP,-12.404633,16.947414
